Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,State,Gender
NP66209,,,College,14827.91055,0,68,2,326.4,Personal Auto,Two-Door Car,California,F
GA46608,,,Bachelor,2500.834374,25899,63,0,302.4,Personal Auto,Four-Door Car,Oregon,M
FZ79470,,,Bachelor,5395.346288,0,74,0,355.2,Personal Auto,Four-Door Car,Arizona,F
KR10942,,,Bachelor,2651.615963,33201,66,0,314.044227,Personal Auto,Two-Door Car,Oregon,F
AW86033,,,College,2119.894333,18287,61,4,292.8,Personal Auto,Two-Door Car,California,M
LM79063,,,Doctor,7155.471967,76506,89,0,427.2,Personal Auto,Two-Door Car,Arizona,F
NB30963,,,High School or Below,5994.226432,41859,76,0,166.1306,Personal Auto,Two-Door Car,California,M
AO40386,,,College,22647.21772,27504,91,0,436.8,Personal Auto,Four-Door Car,Oregon,M
BN74259,,,High School or Below,2833.797966,45360,73,0,350.4,Corporate Auto,Four-Door Car,Arizona,M
XV69290,,,College,22332.43946,49078,97,0,484.013411,Corporate Auto,Four-Door Car,California,M
RE97741,,,High School or Below,5846.41534,0,90,2,648.0,Personal Auto,Four-Door Car,California,M
HN69035,,,College,2867.211836,91810,71,0,165.520952,Corporate Auto,Four-Door Car,Arizona,F
SI48717,,,College,14435.66453,70600,122,1,636.982333,Personal Auto,SUV,Oregon,M
PJ67250,,,College,5237.477743,33554,131,0,934.656068,Special Auto,SUV,Arizona,F
SH85263,,,Bachelor,7710.912153,77642,64,0,282.146354,Personal Auto,Two-Door Car,California,M
WV37081,,,College,5158.576449,25963,66,0,298.954932,Personal Auto,Four-Door Car,California,M
No61408,,,Bachelor,5414.897604,57452,136,1,652.8,Personal Auto,SUV,California,F
DE91458,,,Master,2903.749709,0,77,0,491.66348,Personal Auto,Four-Door Car,Washington,F
EP83939,,,High School or Below,5575.751228,91416,69,0,109.904496,Personal Auto,Four-Door Car,Arizona,M
IU17657,,,Bachelor,2616.409509,22000,69,0,383.224514,Personal Auto,Two-Door Car,California,M
EO95166,,,Bachelor,4617.838205,41167,118,0,554.957693,Personal Auto,Four-Door Car,Oregon,M
KX79225,,,High School or Below,20123.86854,0,70,0,504.0,Personal Auto,Four-Door Car,Oregon,M
EZ60033,,,Bachelor,3200.795405,0,86,0,412.8,Corporate Auto,Four-Door Car,California,F
KK58047,,,College,8583.854913,53944,71,0,340.8,Personal Auto,Two-Door Car,Oregon,M
JW62354,,,College,4349.30875,75648,108,0,112.660916,Personal Auto,SUV,Nevada,F
TT18939,,,Bachelor,4729.593583,29414,64,0,71.303109,Personal Auto,Four-Door Car,California,M
IJ21010,,,Bachelor,5015.009472,48567,130,0,624.0,Personal Auto,SUV,Arizona,F
PZ31902,,,Bachelor,5797.604861,69276,74,2,201.327931,Personal Auto,Two-Door Car,Arizona,F
WD88540,,,High School or Below,3475.07136,0,96,0,460.8,Personal Auto,Two-Door Car,California,M
IL67915,,,College,8542.218196,50117,107,0,462.654347,Corporate Auto,Four-Door Car,Arizona,F
VQ76590,,,Bachelor,16473.16905,22828,106,0,508.8,Personal Auto,SUV,Arizona,M
FJ60600,,,High School or Below,6776.353402,0,96,0,818.730215,Personal Auto,Four-Door Car,Oregon,F
MP53132,,,High School or Below,9713.156737,0,136,0,979.2,Corporate Auto,SUV,Oregon,F
XP96549,,,High School or Below,4429.193391,20868,112,0,537.6,Personal Auto,SUV,Oregon,F
VC34797,,,Bachelor,2435.535995,40921,62,2,10.560419,Corporate Auto,Four-Door Car,California,F
QV30663,,,Master,9863.502214,99654,121,0,272.788141,Personal Auto,SUV,Nevada,F
AK90865,,,High School or Below,8207.858272,0,110,0,686.90827,Special Auto,Sports Car,Oregon,F
BX51438,,,Bachelor,2781.446975,56218,72,2,302.942519,Personal Auto,Four-Door Car,Arizona,M
DU38713,,,High School or Below,5807.994569,70717,72,0,37.28874,Personal Auto,Two-Door Car,Arizona,F
WQ13284,,,College,8395.272249,62989,71,1,319.131547,Personal Auto,Four-Door Car,California,M
JB36584,,,Master,14333.92489,41459,71,0,340.8,Personal Auto,Four-Door Car,Arizona,M
WQ23548,,,Master,11003.54385,0,102,1,489.6,Personal Auto,SUV,California,F
WZ98067,,,College,4049.807215,42512,105,1,77.479316,Personal Auto,Four-Door Car,Oregon,M
AQ11656,,,Bachelor,2141.750757,0,61,0,437.040616,Personal Auto,Four-Door Car,Arizona,M
KL14426,,,Doctor,5079.843625,83288,124,0,353.397699,Personal Auto,SUV,Nevada,F
PG48617,,,High School or Below,2895.522489,46267,72,0,231.969205,Personal Auto,Four-Door Car,California,M
QB24570,,,Master,9031.214859,0,122,0,650.52179,Corporate Auto,Sports Car,Oregon,F
NI68379,,,Master,6554.390004,74424,81,0,388.8,Personal Auto,Four-Door Car,Oregon,M
RS92763,,,College,7487.744636,0,72,0,693.084662,Personal Auto,Four-Door Car,Oregon,F
PA75237,,,Doctor,15118.89548,58883,62,0,432.480275,Corporate Auto,Two-Door Car,Nevada,M
LR35392,,,High School or Below,9007.431501,41539,116,0,556.8,Personal Auto,Four-Door Car,Oregon,M
KC22636,,,High School or Below,5488.931031,33881,68,0,65.659137,Personal Auto,Four-Door Car,California,F
IJ98317,,,Bachelor,7234.142952,86448,90,0,59.853369,Personal Auto,Four-Door Car,California,F
DY49235,,,College,5205.751205,25237,69,0,378.345883,Personal Auto,Four-Door Car,Arizona,F
EG94409,,,High School or Below,4697.152892,0,67,0,482.4,Special Auto,Four-Door Car,Nevada,F
GB59748,,,College,6207.171358,49419,77,0,203.296071,Personal Auto,Four-Door Car,Arizona,F
MP68135,,,College,6615.815683,90414,83,1,398.4,Personal Auto,Four-Door Car,Oregon,M
CZ56843,,,College,9708.504642,39930,86,1,412.8,Personal Auto,Four-Door Car,California,M
DJ47372,,,Doctor,10831.13004,23202,96,0,460.8,Personal Auto,Four-Door Car,California,M
XZ51937,,,Master,4626.801093,79487,114,0,547.2,Personal Auto,SUV,California,F
IZ27630,,,Master,6748.231188,68423,85,0,324.413656,Personal Auto,Two-Door Car,Oregon,M
IM14119,,,Bachelor,2542.06388,84495,63,0,302.4,Special Auto,Two-Door Car,Arizona,F
PN53766,,,Doctor,5450.394878,43091,69,1,330.138332,Corporate Auto,Four-Door Car,California,M
DQ93036,,,High School or Below,7243.865476,41951,91,0,40.536151,Personal Auto,Four-Door Car,Arizona,M
WA70405,,,College,8306.550901,89834,105,0,504.0,Personal Auto,SUV,Nevada,M
NF51705,,,High School or Below,2734.514945,92157,69,0,270.381385,Corporate Auto,Two-Door Car,Nevada,M
LR37068,,,College,11030.66148,35773,93,0,446.4,Personal Auto,Four-Door Car,Oregon,F
EC18611,,,High School or Below,3402.39442,0,99,0,475.2,Personal Auto,Two-Door Car,Nevada,M
NP88319,,,High School or Below,6945.016955,15850,61,0,314.528138,Corporate Auto,Two-Door Car,Oregon,F
AA11235,,,Bachelor,2568.843396,11167,73,3,350.4,Personal Auto,Two-Door Car,Nevada,F
DL55489,,,High School or Below,5764.648599,21195,72,0,345.6,Corporate Auto,Four-Door Car,Oregon,M
UU53919,,,Master,5403.546122,27430,68,0,184.955105,Personal Auto,Two-Door Car,Oregon,F
JI11950,,,High School or Below,4899.231772,0,63,0,302.4,Personal Auto,Two-Door Car,California,F
QB82117,,,High School or Below,9048.983447,0,119,0,571.2,Personal Auto,Sports Car,Oregon,M
MR33456,,,High School or Below,8093.898245,59839,107,2,513.6,Personal Auto,SUV,Washington,M
YN17362,,,College,2496.766693,0,73,0,350.4,Corporate Auto,Two-Door Car,California,M
UR73910,,,College,2602.24525,38166,67,1,236.842746,Corporate Auto,Four-Door Car,California,M
KG63751,,,High School or Below,6751.437153,0,95,0,456.0,Personal Auto,Four-Door Car,Washington,M
NK39001,,,Bachelor,3621.68883,13457,94,0,285.825083,Personal Auto,Two-Door Car,Oregon,F
HR85493,,,College,6896.088021,0,68,0,326.4,Personal Auto,Two-Door Car,California,M
QC50643,,,Bachelor,5438.696611,52721,136,0,550.127548,Personal Auto,SUV,California,F
LO90345,,,College,14472.583,22012,185,0,75.698305,Corporate Auto,Luxury SUV,Oregon,F
WK64739,,,Bachelor,2359.423599,19864,63,0,352.394515,Corporate Auto,Four-Door Car,Arizona,F
QK88438,,,College,5323.267311,55289,67,0,134.124254,Personal Auto,Four-Door Car,Arizona,F
QX42433,,,College,7390.903278,30449,92,0,501.092992,Personal Auto,Four-Door Car,California,M
BH52611,,,Bachelor,11447.5071,27362,144,0,422.78411,Personal Auto,SUV,California,F
SA77508,,,High School or Below,5754.853121,29460,72,0,29.303915,Personal Auto,Four-Door Car,Oregon,F
HD99234,,,College,10244.2435,0,94,0,451.2,Personal Auto,Four-Door Car,Oregon,F
DE37110,,,Master,4645.569555,42532,118,0,200.641734,Personal Auto,Sports Car,California,M
DJ93289,,,High School or Below,4887.344366,66707,61,0,71.980757,Personal Auto,Two-Door Car,California,F
AC40767,,,Bachelor,2497.808174,68041,64,0,165.570243,Personal Auto,Two-Door Car,Washington,M
GA79817,,,Bachelor,2369.111588,0,65,0,468.0,Corporate Auto,Four-Door Car,Arizona,M
QH62059,,,Bachelor,4490.597249,0,64,1,307.2,Personal Auto,Four-Door Car,California,M
ZS35053,,,High School or Below,3719.247732,40968,97,1,465.6,Personal Auto,Four-Door Car,Arizona,M
II37804,,,Bachelor,4198.030023,39913,106,0,344.765129,Personal Auto,SUV,Nevada,M
GE63585,,,Bachelor,2420.711888,31710,62,0,199.551735,Corporate Auto,Two-Door Car,California,M
UV86903,,,Bachelor,4462.997006,0,73,3,350.4,Personal Auto,Two-Door Car,California,F
JL71713,,,Bachelor,6291.655714,89113,78,0,219.362643,Personal Auto,Four-Door Car,California,F
DO60145,,,College,4270.034394,0,122,0,725.870693,Personal Auto,SUV,Arizona,M
FC59209,,,Bachelor,2460.665175,0,67,0,321.6,Personal Auto,Four-Door Car,California,F
XQ74827,,,High School or Below,19435.62924,38688,249,0,2294.631639,Special Auto,Luxury Car,Arizona,F
EY13576,,,College,7374.077921,0,110,4,528.0,Personal Auto,SUV,Oregon,F
US82810,,,Bachelor,18269.53692,0,127,0,609.6,Corporate Auto,SUV,California,F
RC61383,,,High School or Below,11925.71535,28014,104,0,631.594469,Personal Auto,SUV,Oregon,M
PO80505,,,College,4223.274671,14170,109,0,523.2,Personal Auto,SUV,Nevada,F
MD17521,,,High School or Below,10298.38586,64825,129,0,359.484342,Personal Auto,SUV,Oregon,M
YV93921,,,Bachelor,5229.741907,77357,67,0,29.884537,Personal Auto,Four-Door Car,California,M
JP64518,,,Bachelor,2402.81597,21629,62,0,298.626189,Corporate Auto,Two-Door Car,Nevada,M
OI98135,,,High School or Below,3933.813993,25927,103,0,674.973614,Personal Auto,SUV,Washington,M
XS97845,,,College,4299.838835,44388,113,1,496.843023,Personal Auto,Four-Door Car,Oregon,M
DL20327,,,College,7635.554626,54539,63,0,287.453171,Personal Auto,Four-Door Car,Oregon,F
GD86131,,,College,2722.210707,17576,71,0,398.502948,Corporate Auto,Four-Door Car,California,F
ID21061,,,Master,7291.599536,84629,90,0,411.671832,Personal Auto,Four-Door Car,Arizona,F
EN65835,,,Bachelor,58753.88046,24964,185,0,888.0,Personal Auto,SUV,Arizona,F
BE65350,,,High School or Below,5261.037541,43573,66,0,409.684798,Personal Auto,Two-Door Car,Oregon,F
GI82721,,,College,16938.29858,0,69,0,340.780156,Corporate Auto,Four-Door Car,Arizona,F
YR84813,,,College,10575.94816,0,105,0,756.0,Special Auto,Four-Door Car,Oregon,M
JZ28301,,,College,5552.331515,35011,70,0,215.728468,Personal Auto,Four-Door Car,Oregon,F
HL40930,,,Bachelor,7150.225367,63651,92,0,224.711836,Personal Auto,Four-Door Car,Oregon,M
HL33607,,,College,8717.049833,83846,74,3,355.2,Personal Auto,Four-Door Car,Washington,M
WU21638,,,Bachelor,6847.588918,0,191,0,1317.008182,Personal Auto,Luxury SUV,California,M
AG32304,,,College,5418.726537,39133,67,0,90.524457,Personal Auto,Four-Door Car,Nevada,F
JX26859,,,Doctor,3528.044252,31278,92,4,441.6,Personal Auto,Two-Door Car,California,M
KC75958,,,High School or Below,16468.22079,0,63,0,685.12694,Personal Auto,Four-Door Car,California,F
ZV32968,,,High School or Below,7285.030983,44788,61,0,386.031248,Personal Auto,Four-Door Car,Oregon,M
GU45597,,,Bachelor,16963.83934,0,117,0,561.6,Corporate Auto,SUV,Oregon,F
SO95845,,,College,5807.659307,62447,74,0,133.977857,Personal Auto,Two-Door Car,California,F
GL32197,,,College,5068.264582,31475,64,1,22.962412,Personal Auto,Four-Door Car,Oregon,M
SC11374,,,College,8797.829644,80780,109,0,3.55,Corporate Auto,SUV,Nevada,F
RT29777,,,Bachelor,4439.900652,88613,111,0,359.36848,Personal Auto,SUV,Oregon,F
OB73235,,,College,2404.459452,45949,62,0,110.556062,Corporate Auto,Two-Door Car,California,M
MV41462,,,Bachelor,5066.634057,35596,64,0,307.2,Personal Auto,Two-Door Car,Arizona,F
FM67585,,,High School or Below,5890.528762,76875,73,0,17.375878,Personal Auto,Four-Door Car,California,M
KG57925,,,Bachelor,2410.498573,41842,61,0,292.8,Corporate Auto,Two-Door Car,California,M
IY24560,,,Bachelor,5288.240125,28884,72,1,518.4,Corporate Auto,Four-Door Car,California,M
BV33510,,,High School or Below,26413.54751,24631,83,1,398.4,Personal Auto,Four-Door Car,Arizona,F
XA77673,,,College,16236.47626,0,74,2,680.753091,Personal Auto,Four-Door Car,Nevada,F
XN90861,,,Bachelor,5534.576395,71560,69,0,178.700204,Personal Auto,Two-Door Car,Arizona,F
WS84995,,,Master,9202.638441,0,80,0,384.0,Personal Auto,Four-Door Car,Nevada,M
ZZ49347,,,High School or Below,2592.437797,72421,65,0,312.0,Personal Auto,Four-Door Car,Oregon,M
XX85323,,,Master,8019.856041,54702,199,0,955.2,Personal Auto,SUV,Arizona,F
JO64487,,,High School or Below,6943.741598,0,76,5,547.2,Special Auto,Four-Door Car,California,F
TO55363,,,High School or Below,13367.86562,57335,67,0,407.887715,Personal Auto,Two-Door Car,Oregon,F
UE67791,,,College,5885.335302,0,67,3,482.4,Personal Auto,Two-Door Car,Arizona,M
JN69287,,,High School or Below,3479.760165,35033,87,0,490.638202,Personal Auto,Two-Door Car,California,M
AT55072,,,College,9103.8997,65733,113,0,684.948527,Personal Auto,Four-Door Car,Arizona,M
LV34368,,,Bachelor,4813.284447,0,69,0,472.611522,Special Auto,Four-Door Car,California,M
QU40939,,,College,9575.7578,0,88,0,633.6,Personal Auto,Four-Door Car,Arizona,F
IP94270,,,Master,13736.1325,16181,181,0,1261.319869,Personal Auto,SUV,Arizona,F
KW33804,,,High School or Below,8090.884414,86180,69,4,48.051339,Personal Auto,Four-Door Car,Nevada,M
IA42992,,,High School or Below,8267.119555,36881,104,0,499.2,Special Auto,SUV,Arizona,M
CZ19025,,,High School or Below,2489.16729,47888,64,1,545.083116,Personal Auto,Four-Door Car,Oregon,F
EN54716,,,Doctor,2395.57,21986,63,0,333.696228,Personal Auto,Two-Door Car,Oregon,F
UF27940,,,College,3863.309585,47199,100,3,480.0,Corporate Auto,SUV,Washington,F
QD36118,,,College,5173.485319,0,69,0,331.2,Personal Auto,Four-Door Car,Oregon,F
XI52305,,,Bachelor,4984.618655,86305,62,0,80.73124,Personal Auto,Four-Door Car,California,M
HZ25580,,,High School or Below,2396.192355,39062,61,0,346.991025,Corporate Auto,Two-Door Car,Washington,F
JY97451,,,College,2631.87754,16976,69,0,238.952528,Personal Auto,Four-Door Car,California,F
US78266,,,High School or Below,6993.838856,0,65,2,468.0,Corporate Auto,Four-Door Car,California,F
SX25962,,,College,15055.53836,83283,193,1,273.702709,Personal Auto,Luxury Car,Arizona,M
XQ12791,,,High School or Below,3401.881747,41972,86,0,691.709371,Personal Auto,Four-Door Car,California,M
EU59853,,,College,4126.61326,34080,107,1,220.644418,Personal Auto,Four-Door Car,California,M
QR21417,,,Bachelor,4462.997006,0,73,3,350.4,Corporate Auto,Two-Door Car,California,F
CI27304,,,College,9320.090224,40269,81,2,329.980754,Personal Auto,Four-Door Car,California,M
WJ52097,,,Bachelor,3663.740198,61894,91,0,436.8,Corporate Auto,Four-Door Car,Oregon,F
FT65961,,,College,4962.208409,23300,63,1,339.906034,Corporate Auto,Four-Door Car,California,F
DP87594,,,Bachelor,2816.758764,66023,70,0,265.629611,Personal Auto,Two-Door Car,Oregon,F
KP96020,,,Bachelor,4330.769101,39660,107,0,416.8496,Corporate Auto,Sports Car,Arizona,F
HQ15974,,,College,8262.879764,0,76,1,32.508635,Personal Auto,Four-Door Car,Nevada,F
VE98553,,,Bachelor,4666.643522,60466,117,0,784.186389,Personal Auto,Four-Door Car,Oregon,M
ME44353,,,College,5876.054314,32848,74,0,250.454012,Personal Auto,Four-Door Car,Oregon,F
AE62631,,,Bachelor,8427.723769,20662,72,0,373.324673,Personal Auto,Two-Door Car,Oregon,M
GX29162,,,High School or Below,13023.9329,64985,108,0,16.425514,Personal Auto,Two-Door Car,Arizona,F
LY69932,,,High School or Below,8209.59982,68022,103,0,494.4,Personal Auto,Sports Car,Oregon,M
YY74036,,,College,2464.238061,72834,65,3,91.941259,Corporate Auto,Four-Door Car,California,M
DP92488,,,Doctor,2727.520769,74592,67,0,321.6,Personal Auto,Two-Door Car,Washington,F
FO74055,,,College,3086.013544,73938,76,0,53.095599,Personal Auto,Two-Door Car,California,F
GT97121,,,College,22067.728,15999,83,0,398.4,Personal Auto,Four-Door Car,California,M
VF83291,,,College,4836.054291,0,69,0,632.081402,Personal Auto,Four-Door Car,Oregon,F
OU76593,,,College,6912.03963,0,96,0,460.8,Personal Auto,Four-Door Car,Oregon,M
HO40387,,,Master,2570.761765,0,72,3,345.6,Personal Auto,Two-Door Car,California,M
GR37045,,,Bachelor,2991.696011,0,80,0,576.0,Corporate Auto,Four-Door Car,Nevada,F
KZ84621,,,High School or Below,8253.266591,62375,103,1,411.228571,Personal Auto,SUV,Nevada,F
FR82361,,,Doctor,10477.77713,61427,88,0,422.4,Personal Auto,Four-Door Car,Arizona,M
UM14883,,,High School or Below,16373.7273,64396,103,0,355.409311,Special Auto,SUV,California,M
UX32931,,,College,5184.94945,49312,65,1,230.104769,Corporate Auto,Four-Door Car,California,F
QA68548,,,High School or Below,10634.83711,0,61,0,292.8,Personal Auto,Two-Door Car,California,F
QV40364,,,High School or Below,15114.40241,28513,100,1,480.0,Personal Auto,SUV,California,F
TY87896,,,High School or Below,11875.89915,0,108,0,518.4,Personal Auto,SUV,California,M
CV75841,,,College,4369.496687,97321,110,0,74.744643,Personal Auto,Four-Door Car,California,M
YO62357,,,College,7432.856752,58839,65,3,18.965718,Personal Auto,Two-Door Car,California,F
YN19139,,,High School or Below,2558.762931,0,72,0,518.4,Corporate Auto,Four-Door Car,Nevada,M
PE63707,,,Bachelor,5452.171237,88567,67,0,321.6,Personal Auto,Four-Door Car,Nevada,M
NS74173,,,College,2968.077571,91646,74,0,57.678779,Corporate Auto,Two-Door Car,Nevada,M
ZI73222,,,High School or Below,15700.28436,0,211,0,1012.8,Personal Auto,Luxury SUV,California,M
AC24378,,,High School or Below,7477.176362,48552,94,0,262.746281,Corporate Auto,Four-Door Car,Arizona,F
XR71687,,,Bachelor,9407.452895,31485,118,0,294.905685,Personal Auto,SUV,Oregon,M
GJ70481,,,High School or Below,4428.038374,0,64,0,628.801638,Personal Auto,Four-Door Car,Arizona,M
JI94264,,,College,10053.55227,16511,135,0,972.0,Personal Auto,SUV,Arizona,M
YI95434,,,College,2907.898828,51020,73,0,350.4,Personal Auto,Four-Door Car,California,F
RL34830,,,College,7644.763153,43838,97,0,465.6,Corporate Auto,Four-Door Car,California,M
CA96568,,,College,9709.746073,0,133,0,827.085431,Corporate Auto,SUV,Oregon,M
UO16539,,,Bachelor,8439.615236,22454,110,2,556.097027,Personal Auto,SUV,Washington,M
NP18074,,,Bachelor,4209.682602,57933,105,0,533.255723,Personal Auto,SUV,Arizona,F
TW45475,,,College,8556.418397,0,124,3,595.2,Personal Auto,SUV,Nevada,M
CM66204,,,College,26770.44534,26335,113,1,355.818306,Personal Auto,SUV,Arizona,F
DX80961,,,Bachelor,16265.58682,85322,134,0,735.491986,Personal Auto,SUV,Arizona,F
JZ15681,,,High School or Below,3624.901612,37843,92,0,354.455466,Personal Auto,Four-Door Car,California,M
ZZ31825,,,Bachelor,2519.918897,0,67,0,482.4,Personal Auto,Four-Door Car,Oregon,M
TF77410,,,College,4819.183706,74730,61,0,421.235276,Personal Auto,Four-Door Car,Arizona,M
HI16452,,,High School or Below,3028.780121,0,94,1,483.881752,Special Auto,Four-Door Car,Oregon,M
CW98845,,,Bachelor,2316.796105,0,64,0,307.2,Personal Auto,Four-Door Car,Oregon,M
NI99807,,,College,13869.92705,28432,118,0,612.300581,Personal Auto,SUV,Oregon,M
QL45827,,,College,25807.063,71210,214,1,1027.2,Personal Auto,Luxury Car,Washington,F
GU60969,,,Bachelor,2342.01381,19581,67,0,321.6,Corporate Auto,Four-Door Car,Arizona,M
FS67103,,,Bachelor,2747.771656,0,80,0,576.0,Special Auto,Two-Door Car,Oregon,M
FQ24929,,,Master,5479.555081,56005,68,1,326.4,Personal Auto,Four-Door Car,Oregon,M
YA12007,,,College,9199.539814,0,80,0,572.847549,Personal Auto,Four-Door Car,California,F
EW46828,,,High School or Below,8060.161694,23671,69,0,331.2,Personal Auto,Four-Door Car,Arizona,M
YP67379,,,High School or Below,6686.128629,22244,84,0,114.815893,Personal Auto,Four-Door Car,Arizona,M
KH16079,,,High School or Below,4709.52218,0,66,0,470.576119,Personal Auto,Four-Door Car,Washington,F
SJ87277,,,High School or Below,2685.425957,75329,67,0,45.905292,Corporate Auto,Four-Door Car,Arizona,M
